timestamp,tank_id,pH,EC_mS_cm,temp_C,do_mg_L
2025-12-01 18:50:00,TANK_01,6.012,1.356,23.52,7.85
2025-12-01 19:00:00,TANK_01,6.001,1.356,23.84,7.91
2025-12-01 19:10:00,TANK_01,5.982,1.357,23.81,7.88
2025-12-01 19:20:00,TANK_01,5.996,1.368,23.66,7.99
2025-12-01 19:30:00,TANK_01,5.999,1.365,23.49,7.93
2025-12-01 19:40:00,TANK_01,6.004,1.352,23.5,7.92
2025-12-01 19:50:00,TANK_01,6.005,1.349,23.64,7.89
2025-12-01 20:00:00,TANK_01,6.002,1.336,23.45,7.95
2025-12-01 20:10:00,TANK_01,6.004,1.315,23.66,7.82
2025-12-01 20:20:00,TANK_01,5.995,1.326,23.68,7.82
2025-12-01 20:30:00,TANK_01,5.992,1.314,23.63,7.98
2025-12-01 20:40:00,TANK_01,5.988,1.327,23.64,7.88
2025-12-01 20:50:00,TANK_01,5.996,1.31,23.48,7.95
2025-12-01 21:00:00,TANK_01,5.997,1.33,23.54,7.95
2025-12-01 21:10:00,TANK_01,5.984,1.328,23.39,8.17
2025-12-01 21:20:00,TANK_01,5.98,1.329,23.61,7.96
2025-12-01 21:30:00,TANK_01,5.967,1.335,23.52,7.9
2025-12-01 21:40:00,TANK_01,5.972,1.336,23.25,7.91
2025-12-01 21:50:00,TANK_01,5.972,1.33,23.45,8.03
2025-12-01 22:00:00,TANK_01,5.976,1.325,23.51,7.93
2025-12-01 22:10:00,TANK_01,5.98,1.318,23.29,8.05
2025-12-01 22:20:00,TANK_01,5.988,1.315,23.28,7.98
2025-12-01 22:30:00,TANK_01,5.979,1.313,23.18,7.84
2025-12-01 22:40:00,TANK_01,5.981,1.311,23.02,7.93
2025-12-01 22:50:00,TANK_01,5.98,1.282,23.18,8.0
2025-12-01 23:00:00,TANK_01,5.987,1.276,22.94,8.08
2025-12-01 23:10:00,TANK_01,5.974,1.281,22.98,7.91
2025-12-01 23:20:00,TANK_01,5.978,1.292,22.99,7.99
2025-12-01 23:30:00,TANK_01,5.961,1.3,22.96,7.99
2025-12-01 23:40:00,TANK_01,5.975,1.284,22.84,8.04
2025-12-01 23:50:00,TANK_01,5.972,1.259,22.89,8.02
2025-12-02 00:00:00,TANK_01,5.983,1.279,22.76,8.09
2025-12-02 00:10:00,TANK_01,5.986,1.28,22.71,8.1
2025-12-02 00:20:00,TANK_01,5.998,1.271,22.89,8.08
2025-12-02 00:30:00,TANK_01,6.001,1.249,22.6,7.98
2025-12-02 00:40:00,TANK_01,6.008,1.258,22.68,8.05
2025-12-02 00:50:00,TANK_01,6.007,1.262,22.22,8.1
2025-12-02 01:00:00,TANK_01,6.002,1.267,22.35,8.19
2025-12-02 01:10:00,TANK_01,6.001,1.275,22.61,8.23
2025-12-02 01:20:00,TANK_01,6.011,1.286,22.23,8.07
2025-12-02 01:30:00,TANK_01,6.003,1.288,22.38,8.04
2025-12-02 01:40:00,TANK_01,6.008,1.275,21.99,8.27
2025-12-02 01:50:00,TANK_01,6.002,1.267,22.31,8.14
2025-12-02 02:00:00,TANK_01,6.002,1.265,22.05,8.1
2025-12-02 02:10:00,TANK_01,6.003,1.275,21.9,7.97
2025-12-02 02:20:00,TANK_01,5.997,1.282,22.0,8.22
2025-12-02 02:30:00,TANK_01,6.012,1.272,21.95,8.21
2025-12-02 02:40:00,TANK_01,6.019,1.243,21.84,8.23
2025-12-02 02:50:00,TANK_01,6.039,1.244,21.55,8.18
2025-12-02 03:00:00,TANK_01,6.043,1.247,21.52,8.16
2025-12-02 03:10:00,TANK_01,6.059,1.244,21.52,8.21
2025-12-02 03:20:00,TANK_01,6.073,1.255,21.34,8.29
2025-12-02 03:30:00,TANK_01,6.065,1.273,21.46,8.25
2025-12-02 03:40:00,TANK_01,6.062,1.278,21.31,8.45
2025-12-02 03:50:00,TANK_01,6.053,1.266,21.45,8.24
2025-12-02 04:00:00,TANK_01,6.068,1.274,21.06,8.29
2025-12-02 04:10:00,TANK_01,6.069,1.272,21.2,8.26
2025-12-02 04:20:00,TANK_01,6.068,1.281,21.26,8.23
2025-12-02 04:30:00,TANK_01,6.067,1.28,20.89,8.47
2025-12-02 04:40:00,TANK_01,6.073,1.284,20.98,8.45
2025-12-02 04:50:00,TANK_01,6.083,1.296,20.92,8.41
2025-12-02 05:00:00,TANK_01,6.08,1.292,21.01,8.36
2025-12-02 05:10:00,TANK_01,6.079,1.298,20.93,8.3
2025-12-02 05:20:00,TANK_01,6.073,1.305,20.87,8.36
2025-12-02 05:30:00,TANK_01,6.085,1.303,20.53,8.36
2025-12-02 05:40:00,TANK_01,6.071,1.314,20.78,8.41
2025-12-02 05:50:00,TANK_01,6.048,1.299,20.66,8.24
2025-12-02 06:00:00,TANK_01,6.058,1.298,20.63,8.42
2025-12-02 06:10:00,TANK_01,6.049,1.287,20.39,8.47
2025-12-02 06:20:00,TANK_01,6.054,1.284,20.55,8.34
2025-12-02 06:30:00,TANK_01,6.057,1.259,20.43,8.39
2025-12-02 06:40:00,TANK_01,6.052,1.261,20.51,8.46
2025-12-02 06:50:00,TANK_01,6.065,1.275,20.59,8.55
2025-12-02 07:00:00,TANK_01,6.083,1.278,20.33,8.57
2025-12-02 07:10:00,TANK_01,6.073,1.296,20.69,8.36
2025-12-02 07:20:00,TANK_01,6.063,1.289,20.46,8.58
2025-12-02 07:30:00,TANK_01,6.051,1.298,20.21,8.61
2025-12-02 07:40:00,TANK_01,6.051,1.299,20.44,8.55
2025-12-02 07:50:00,TANK_01,6.055,1.316,20.23,8.4
2025-12-02 08:00:00,TANK_01,6.042,1.323,20.24,8.73
2025-12-02 08:10:00,TANK_01,6.044,1.334,20.33,8.49
2025-12-02 08:20:00,TANK_01,6.05,1.327,20.43,8.61
2025-12-02 08:30:00,TANK_01,6.064,1.332,20.7,8.22
2025-12-02 08:40:00,TANK_01,6.067,1.328,20.64,8.53
2025-12-02 08:50:00,TANK_01,6.079,1.322,20.55,8.54
2025-12-02 09:00:00,TANK_01,6.093,1.312,20.42,8.48
2025-12-02 09:10:00,TANK_01,6.107,1.318,20.69,8.22
2025-12-02 09:20:00,TANK_01,6.105,1.323,20.58,8.25
2025-12-02 09:30:00,TANK_01,6.117,1.326,20.52,8.56
2025-12-02 09:40:00,TANK_01,6.1,1.32,20.71,8.45
2025-12-02 09:50:00,TANK_01,6.098,1.319,20.61,8.51
2025-12-02 10:00:00,TANK_01,6.096,1.325,20.42,8.58
2025-12-02 10:10:00,TANK_01,6.12,1.33,20.7,8.36
2025-12-02 10:20:00,TANK_01,6.128,1.323,20.65,8.21
2025-12-02 10:30:00,TANK_01,6.131,1.32,20.76,8.4
2025-12-02 10:40:00,TANK_01,6.124,1.321,20.7,8.4
2025-12-02 10:50:00,TANK_01,6.122,1.304,20.73,8.35
2025-12-02 11:00:00,TANK_01,6.117,1.306,20.88,8.37
2025-12-02 11:10:00,TANK_01,6.113,1.28,20.96,8.28
2025-12-02 11:20:00,TANK_01,6.112,1.272,21.11,8.33
2025-12-02 11:30:00,TANK_01,6.12,1.279,21.02,8.43
2025-12-02 11:40:00,TANK_01,6.123,1.268,21.13,8.34
2025-12-02 11:50:00,TANK_01,6.136,1.264,21.39,8.36
2025-12-02 12:00:00,TANK_01,6.115,1.254,21.33,8.16
2025-12-02 12:10:00,TANK_01,6.12,1.267,21.29,8.44
2025-12-02 12:20:00,TANK_01,6.134,1.266,21.38,8.31
2025-12-02 12:30:00,TANK_01,6.139,1.25,21.43,8.12
2025-12-02 12:40:00,TANK_01,6.136,1.248,21.3,8.18
2025-12-02 12:50:00,TANK_01,6.133,1.269,21.42,8.3
2025-12-02 13:00:00,TANK_01,6.124,1.265,21.77,8.25
2025-12-02 13:10:00,TANK_01,6.129,1.269,21.79,8.01
2025-12-02 13:20:00,TANK_01,6.133,1.268,21.84,8.29
2025-12-02 13:30:00,TANK_01,6.138,1.275,21.72,8.28
2025-12-02 13:40:00,TANK_01,6.138,1.274,22.08,8.12
2025-12-02 13:50:00,TANK_01,6.131,1.26,21.96,8.29
2025-12-02 14:00:00,TANK_01,6.115,1.262,21.76,8.16
2025-12-02 14:10:00,TANK_01,6.12,1.256,21.99,8.15
2025-12-02 14:20:00,TANK_01,6.131,1.271,22.39,8.18
2025-12-02 14:30:00,TANK_01,6.135,1.281,22.14,8.06
2025-12-02 14:40:00,TANK_01,6.148,1.289,22.45,8.12
2025-12-02 14:50:00,TANK_01,6.14,1.278,22.53,8.2
2025-12-02 15:00:00,TANK_01,6.13,1.27,22.47,8.18
2025-12-02 15:10:00,TANK_01,6.127,1.261,22.67,8.12
2025-12-02 15:20:00,TANK_01,6.12,1.254,22.75,7.93
2025-12-02 15:30:00,TANK_01,6.118,1.258,22.7,8.15
2025-12-02 15:40:00,TANK_01,6.101,1.258,22.78,8.08
2025-12-02 15:50:00,TANK_01,6.108,1.246,22.98,8.05
2025-12-02 16:00:00,TANK_01,6.114,1.24,22.89,8.16
2025-12-02 16:10:00,TANK_01,6.114,1.241,22.97,7.85
2025-12-02 16:20:00,TANK_01,6.113,1.248,22.93,8.02
2025-12-02 16:30:00,TANK_01,6.113,1.232,23.14,7.85
2025-12-02 16:40:00,TANK_01,6.118,1.23,23.06,8.0
2025-12-02 16:50:00,TANK_01,6.126,1.238,23.1,7.97
2025-12-02 17:00:00,TANK_01,6.118,1.223,23.32,7.84
2025-12-02 17:10:00,TANK_01,6.111,1.226,23.09,8.04
2025-12-02 17:20:00,TANK_01,6.103,1.215,23.23,7.88
2025-12-02 17:30:00,TANK_01,6.106,1.229,23.42,7.98
2025-12-02 17:40:00,TANK_01,6.1,1.226,23.39,7.93
2025-12-02 17:50:00,TANK_01,6.102,1.213,23.63,7.76
2025-12-02 18:00:00,TANK_01,6.101,1.221,23.36,8.04
2025-12-02 18:10:00,TANK_01,6.087,1.213,23.2,8.07
2025-12-02 18:20:00,TANK_01,6.075,1.205,23.61,7.93
2025-12-02 18:30:00,TANK_01,6.085,1.21,23.65,7.84
2025-12-02 18:40:00,TANK_01,6.084,1.217,23.66,7.98
2025-12-02 18:50:00,TANK_01,6.076,1.205,23.44,7.88
2025-12-02 19:00:00,TANK_01,6.075,1.192,23.59,7.96
2025-12-02 19:10:00,TANK_01,6.085,1.185,23.69,7.75
2025-12-02 19:20:00,TANK_01,6.078,1.185,23.56,7.83
2025-12-02 19:30:00,TANK_01,6.081,1.174,23.66,7.87
2025-12-02 19:40:00,TANK_01,6.086,1.181,23.67,7.83
2025-12-02 19:50:00,TANK_01,6.096,1.182,23.56,7.92
2025-12-02 20:00:00,TANK_01,6.09,1.155,23.55,7.87
2025-12-02 20:10:00,TANK_01,6.085,1.139,23.62,7.93
2025-12-02 20:20:00,TANK_01,6.073,1.141,23.41,7.98
2025-12-02 20:30:00,TANK_01,6.067,1.126,23.78,7.91
2025-12-02 20:40:00,TANK_01,6.077,1.128,23.68,7.84
2025-12-02 20:50:00,TANK_01,6.081,1.126,23.55,7.89
2025-12-02 21:00:00,TANK_01,6.068,1.125,23.66,7.9
2025-12-02 21:10:00,TANK_01,6.073,1.121,23.59,7.9
2025-12-02 21:20:00,TANK_01,6.092,1.107,23.81,7.79
2025-12-02 21:30:00,TANK_01,6.089,1.109,23.61,7.89
2025-12-02 21:40:00,TANK_01,6.091,1.121,23.82,7.9
2025-12-02 21:50:00,TANK_01,6.098,1.119,23.68,7.87
2025-12-02 22:00:00,TANK_01,6.102,1.108,23.13,8.2
2025-12-02 22:10:00,TANK_01,6.113,1.116,23.3,7.79
2025-12-02 22:20:00,TANK_01,6.11,1.703,23.46,7.92
2025-12-02 22:30:00,TANK_01,6.123,1.119,23.37,8.05
2025-12-02 22:40:00,TANK_01,6.116,1.122,23.22,7.9
2025-12-02 22:50:00,TANK_01,6.131,1.131,23.3,8.07
2025-12-02 23:00:00,TANK_01,6.135,1.144,23.09,7.97
2025-12-02 23:10:00,TANK_01,6.138,1.133,23.06,7.87
2025-12-02 23:20:00,TANK_01,6.145,1.127,23.12,8.03
2025-12-02 23:30:00,TANK_01,6.144,1.127,23.05,8.03
2025-12-02 23:40:00,TANK_01,6.157,1.115,22.99,7.89
2025-12-02 23:50:00,TANK_01,6.171,1.096,22.94,7.97
2025-12-03 00:00:00,TANK_01,6.165,1.102,22.92,7.92
2025-12-03 00:10:00,TANK_01,6.17,1.104,22.71,7.91
2025-12-03 00:20:00,TANK_01,6.178,1.11,22.79,7.99
2025-12-03 00:30:00,TANK_01,6.19,1.143,22.69,8.11
2025-12-03 00:40:00,TANK_01,6.181,1.134,22.81,8.25
2025-12-03 00:50:00,TANK_01,6.179,1.127,22.42,8.04
2025-12-03 01:00:00,TANK_01,6.179,1.113,22.38,8.2
2025-12-03 01:10:00,TANK_01,6.177,1.105,22.26,8.23
2025-12-03 01:20:00,TANK_01,6.167,1.102,22.44,8.15
2025-12-03 01:30:00,TANK_01,6.169,1.104,22.14,8.08
2025-12-03 01:40:00,TANK_01,6.164,1.074,22.14,8.14
2025-12-03 01:50:00,TANK_01,6.163,1.072,22.14,8.18
2025-12-03 02:00:00,TANK_01,6.179,1.072,22.15,8.09
2025-12-03 02:10:00,TANK_01,6.182,1.074,21.95,8.02
2025-12-03 02:20:00,TANK_01,6.168,1.077,21.9,8.17
2025-12-03 02:30:00,TANK_01,6.161,1.077,21.9,8.37
2025-12-03 02:40:00,TANK_01,6.161,1.074,21.8,8.33
2025-12-03 02:50:00,TANK_01,6.184,1.079,21.53,8.26
2025-12-03 03:00:00,TANK_01,6.173,1.069,21.85,8.17
2025-12-03 03:10:00,TANK_01,6.166,1.081,21.57,8.14
2025-12-03 03:20:00,TANK_01,6.166,1.067,21.39,8.3
2025-12-03 03:30:00,TANK_01,6.141,1.073,21.46,8.36
2025-12-03 03:40:00,TANK_01,6.138,1.077,21.25,8.22
2025-12-03 03:50:00,TANK_01,6.139,1.077,21.3,8.43
2025-12-03 04:00:00,TANK_01,6.136,1.081,21.28,8.32
2025-12-03 04:10:00,TANK_01,6.141,1.063,21.12,8.44
2025-12-03 04:20:00,TANK_01,6.138,1.069,21.18,8.03
2025-12-03 04:30:00,TANK_01,6.126,1.062,20.98,8.32
2025-12-03 04:40:00,TANK_01,6.122,1.053,20.93,8.18
2025-12-03 04:50:00,TANK_01,6.141,1.067,21.06,8.34
2025-12-03 05:00:00,TANK_01,6.132,1.09,20.79,8.53
2025-12-03 05:10:00,TANK_01,6.136,1.081,20.76,8.36
2025-12-03 05:20:00,TANK_01,6.13,1.066,20.86,8.29
2025-12-03 05:30:00,TANK_01,6.138,1.063,20.78,8.4
2025-12-03 05:40:00,TANK_01,6.134,1.062,20.74,8.63
2025-12-03 05:50:00,TANK_01,6.121,1.054,20.63,8.3
2025-12-03 06:00:00,TANK_01,6.108,1.038,20.63,8.36
2025-12-03 06:10:00,TANK_01,6.11,1.023,20.5,8.53
2025-12-03 06:20:00,TANK_01,6.117,1.006,20.67,8.36
2025-12-03 06:30:00,TANK_01,6.106,1.013,20.65,8.17
2025-12-03 06:40:00,TANK_01,6.115,1.006,20.45,8.41
2025-12-03 06:50:00,TANK_01,6.125,1.018,20.53,8.51
2025-12-03 07:00:00,TANK_01,6.146,1.016,20.35,8.51
2025-12-03 07:10:00,TANK_01,6.152,1.013,20.43,8.66
2025-12-03 07:20:00,TANK_01,6.149,1.003,20.11,8.58
2025-12-03 07:30:00,TANK_01,6.161,0.99,20.49,8.4
2025-12-03 07:40:00,TANK_01,6.161,0.983,20.41,8.54
2025-12-03 07:50:00,TANK_01,6.156,0.975,20.29,8.58
2025-12-03 08:00:00,TANK_01,6.147,0.98,20.26,8.27
2025-12-03 08:10:00,TANK_01,6.141,0.981,20.54,8.51
2025-12-03 08:20:00,TANK_01,6.144,0.955,20.47,8.3
2025-12-03 08:30:00,TANK_01,6.137,0.971,20.54,8.33
2025-12-03 08:40:00,TANK_01,6.133,0.978,20.41,8.43
2025-12-03 08:50:00,TANK_01,6.122,0.982,20.52,8.36
2025-12-03 09:00:00,TANK_01,6.101,0.999,20.37,8.5
2025-12-03 09:10:00,TANK_01,6.092,0.991,20.59,8.39
2025-12-03 09:20:00,TANK_01,6.1,0.998,20.44,8.48
2025-12-03 09:30:00,TANK_01,6.108,1.009,20.49,8.44
2025-12-03 09:40:00,TANK_01,6.098,1.016,20.56,8.3
2025-12-03 09:50:00,TANK_01,6.095,1.014,20.51,8.37
2025-12-03 10:00:00,TANK_01,6.078,1.014,20.56,8.52
2025-12-03 10:10:00,TANK_01,6.077,1.021,20.5,8.48
2025-12-03 10:20:00,TANK_01,6.084,1.028,20.65,8.33
2025-12-03 10:30:00,TANK_01,6.101,1.025,20.58,8.41
2025-12-03 10:40:00,TANK_01,6.105,1.018,20.82,8.47
2025-12-03 10:50:00,TANK_01,6.104,1.027,20.8,8.34
2025-12-03 11:00:00,TANK_01,6.12,1.033,20.87,8.2
2025-12-03 11:10:00,TANK_01,6.107,1.015,20.9,8.37
2025-12-03 11:20:00,TANK_01,6.111,1.025,20.78,8.26
2025-12-03 11:30:00,TANK_01,6.102,1.029,21.05,8.25
2025-12-03 11:40:00,TANK_01,6.096,1.032,21.08,8.44
2025-12-03 11:50:00,TANK_01,6.088,1.03,21.01,8.47
2025-12-03 12:00:00,TANK_01,6.098,1.035,21.3,8.44
2025-12-03 12:10:00,TANK_01,6.113,1.051,21.16,8.25
2025-12-03 12:20:00,TANK_01,6.126,1.046,21.09,8.3
2025-12-03 12:30:00,TANK_01,6.137,1.041,21.46,8.31
2025-12-03 12:40:00,TANK_01,6.124,1.045,21.43,8.23
2025-12-03 12:50:00,TANK_01,6.11,1.061,21.39,8.09
2025-12-03 13:00:00,TANK_01,6.119,1.056,21.7,8.22
2025-12-03 13:10:00,TANK_01,6.119,1.062,21.64,8.26
2025-12-03 13:20:00,TANK_01,6.131,1.052,21.76,8.25
2025-12-03 13:30:00,TANK_01,6.115,1.063,21.85,8.36
2025-12-03 13:40:00,TANK_01,6.111,1.052,22.2,8.05
2025-12-03 13:50:00,TANK_01,6.104,1.057,21.85,8.25
2025-12-03 14:00:00,TANK_01,6.091,1.039,21.9,8.27
2025-12-03 14:10:00,TANK_01,6.091,1.051,22.0,8.2
2025-12-03 14:20:00,TANK_01,6.083,1.036,21.96,8.11
2025-12-03 14:30:00,TANK_01,6.103,1.023,22.06,8.3
2025-12-03 14:40:00,TANK_01,6.097,1.028,21.96,8.09
2025-12-03 14:50:00,TANK_01,6.102,1.011,22.32,8.13
2025-12-03 15:00:00,TANK_01,6.097,1.008,22.45,8.1
2025-12-03 15:10:00,TANK_01,6.108,1.015,22.62,8.03
2025-12-03 15:20:00,TANK_01,6.11,1.004,22.57,8.01
2025-12-03 15:30:00,TANK_01,6.116,1.001,22.54,8.11
2025-12-03 15:40:00,TANK_01,6.109,0.994,22.55,8.03
2025-12-03 15:50:00,TANK_01,6.116,0.99,22.62,8.15
2025-12-03 16:00:00,TANK_01,6.123,0.988,23.04,7.9
2025-12-03 16:10:00,TANK_01,6.14,0.99,22.92,7.99
2025-12-03 16:20:00,TANK_01,6.152,0.98,22.95,8.04
2025-12-03 16:30:00,TANK_01,6.161,0.974,22.96,7.94
2025-12-03 16:40:00,TANK_01,6.158,0.971,22.89,7.98
2025-12-03 16:50:00,TANK_01,6.146,0.969,23.19,8.25
2025-12-03 17:00:00,TANK_01,6.138,0.961,23.1,8.04
2025-12-03 17:10:00,TANK_01,6.126,0.938,23.14,8.11
2025-12-03 17:20:00,TANK_01,6.14,0.937,23.32,7.93
2025-12-03 17:30:00,TANK_01,6.127,0.936,23.32,7.96
2025-12-03 17:40:00,TANK_01,6.121,0.936,23.28,7.97
2025-12-03 17:50:00,TANK_01,6.125,0.939,23.4,7.95
2025-12-03 18:00:00,TANK_01,6.124,0.942,23.38,7.77
2025-12-03 18:10:00,TANK_01,6.136,0.959,23.34,8.01
